Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RISK_MM;RainTomorrow
22.07.2009;Cobar;12.2;17.4;0;04.2;01.7;NW;43;N;NW;13;11;61;90;1012;1010.2;6;8;16.5;14.8;No;02.4;Yes
08.09.2016;Albury;08.1;20.3;0;NA;NA;NNE;33;ESE;NNE;7;17;94;63;1027.2;1021.3;8;8;12.6;20.1;No;4;Yes
11.01.2010;CoffsHarbour;18.9;28.2;0;7;07.1;SSW;37;SSW;SSE;19;17;77;73;1017;1016.1;7;2;25.3;26.9;No;0;No
27.02.2009;CoffsHarbour;18.4;26.1;02.4;06.2;11.2;S;46;SW;SSE;28;28;62;55;1015.5;1014.3;2;2;21.7;25.2;Yes;0;No
22.04.2010;CoffsHarbour;14.1;25.3;0.2;01.8;10.5;E;20;WNW;E;9;13;72;66;1023.3;1020.7;1;1;22.6;24.2;No;0;No
24.04.2009;Albury;10.6;16.2;0;NA;NA;WNW;39;ESE;NNE;7;4;74;86;1008.9;1002.4;8;8;14.9;15.1;No;20;Yes
29.10.2010;CoffsHarbour;15.9;23.5;18.8;05.2;09.8;E;28;SW;E;9;19;71;67;1019.5;1016.9;1;1;20.8;23.4;Yes;0;No
26.11.2011;CoffsHarbour;20.9;27.5;23.8;02.6;03.2;NNE;48;NNE;NNE;26;26;76;90;1012.1;1009.7;8;8;23.8;22.7;Yes;0.6;No
02.09.2010;CoffsHarbour;12.4;31.2;0;04.8;09.2;NW;39;NNW;SSW;20;13;43;41;1016.1;1012.6;1;6;23.8;27;No;0;No
28.01.2017;Cobar;24.4;41;0;NA;NA;NA;NA;NNE;NW;20;11;47;18;1012.8;1009.7;NA;NA;30;39.7;No;0;No
13.11.2015;Cobar;17.9;30.4;13.8;07.6;NA;SW;37;N;NW;13;13;70;43;1012.7;1008.9;2;5;23.1;29.9;Yes;03.4;Yes
06.12.2009;CoffsHarbour;20.9;26.9;01.4;03.8;07.3;S;37;SW;S;26;24;81;75;1014.9;1014.1;8;2;22.7;25.4;Yes;0;No
17.02.2017;BadgerysCreek;17.9;38.1;0;NA;NA;SSW;57;SE;S;2;30;80;59;1010;1006.3;NA;NA;24.4;23.7;No;05.2;Yes
04.03.2009;CoffsHarbour;21.1;30.4;0.6;01.8;5;NNE;48;NNW;NNE;20;31;68;80;1012;1007.7;3;7;26.5;26.6;No;10.2;Yes
30.05.2016;Cobar;06.7;15.5;0;01.4;NA;NE;24;ENE;SE;15;9;65;50;1025.3;1023.4;7;6;10.2;13.5;No;0;No
09.09.2016;Cobar;15;17;0;04.4;NA;NNE;46;NNE;N;24;15;77;96;1014.7;1009.9;4;8;17.4;15.8;No;22.4;Yes
23.10.2011;CoffsHarbour;13.9;23.9;0;05.4;11.4;NE;48;N;NNE;22;35;62;59;1024;1020.6;6;4;21.4;23;No;0;No
18.05.2009;CoffsHarbour;11.7;19.8;0.2;02.2;02.2;ESE;41;SW;WSW;22;15;69;84;1022.6;1020.7;6;7;17.1;17.6;No;04.6;Yes
20.12.2009;CoffsHarbour;21.3;24.7;0;3;03.3;SSW;44;SSW;SSE;28;20;74;71;1018.8;1017.9;7;7;22.7;23.3;No;0;No
23.03.2010;CoffsHarbour;20.4;26.5;0.4;05.2;03.8;WSW;26;WSW;ESE;7;13;86;53;1020;1017.9;7;5;22.3;26.5;No;0;No
29.09.2016;Albury;11.1;14.8;20.6;NA;NA;WNW;56;NNW;N;9;24;89;59;993.7;993.1;8;8;11.8;13.9;Yes;16.2;Yes
04.11.2010;BadgerysCreek;12.4;18.1;2;NA;NA;S;31;SSW;S;11;17;78;80;1022.8;1020.8;NA;NA;14.8;14.8;Yes;01.4;Yes
22.01.2017;Cobar;19.1;37.7;0;NA;NA;NNE;43;E;W;22;9;53;19;1011.6;1009.1;NA;NA;24.8;34.8;No;0;No
13.11.2010;Cobar;21.8;33.5;01.4;09.2;NA;NW;63;NNE;NNE;17;30;68;38;1012.6;1009.7;7;7;25.1;32;Yes;49.4;Yes
14.05.2017;Cobar;08.1;23.8;0;NA;NA;WSW;26;WSW;W;6;13;65;23;1019.9;1016.5;4;NA;13.6;23.1;No;0;No
04.01.2017;Cobar;21;35.3;0;NA;NA;ENE;41;ENE;N;31;11;NA;NA;1013.6;1011.5;NA;NA;24.1;33.4;No;0;No
05.09.2010;Albury;09.8;14.2;20.8;NA;NA;NNW;72;NW;W;22;19;81;67;1011.7;1013.8;8;7;10.6;13.2;Yes;02.4;Yes
07.08.2009;CoffsHarbour;09.4;23;0;02.4;10.3;NNE;39;NW;NNE;20;30;58;63;1019.8;1014.8;4;3;18.3;20;No;0;No
11.12.2008;Albury;13.4;30.4;0;NA;NA;N;30;SSE;ESE;17;6;48;22;1011.8;1008.7;NA;NA;20.4;28.8;No;02.2;Yes
13.06.2017;Cobar;5;19.5;0.2;NA;NA;SE;26;SSE;E;9;7;87;38;1029.7;1026.9;NA;NA;09.7;19.3;No;0;No
26.12.2016;Cobar;23.1;36.8;0.2;NA;NA;NNE;46;NNE;NNE;28;17;NA;NA;1011;1008.2;NA;2;28.2;36.1;No;0;No
17.05.2016;Cobar;13.9;24.4;0;02.6;NA;SSE;20;SW;SW;7;7;62;36;1019.9;1017.8;NA;NA;18.3;24.3;No;0;No
22.03.2017;Cobar;21.4;36.3;0.2;NA;NA;NW;31;NNE;NW;15;15;82;36;1012.2;1009.6;NA;NA;24.5;34;No;0;No
04.07.2011;CoffsHarbour;08.6;23.3;0;01.6;09.6;NNW;31;NNW;N;15;15;63;49;1019.1;1013.9;1;1;16.6;22;No;0;No
04.01.2010;CoffsHarbour;21.1;25.4;01.4;03.4;02.5;SE;35;SSE;SSW;26;20;69;57;1018.8;1018.6;7;5;22.8;24.3;Yes;0;No
02.07.2016;Cobar;4;13.5;0;2;NA;S;30;SE;S;7;13;75;55;1030;1028.2;4;7;9;13.1;No;0;No
22.08.2016;Cobar;08.1;09.7;01.2;04.6;NA;NE;28;E;SE;13;13;92;92;1013.9;1011.1;7;8;08.5;09.2;Yes;07.6;Yes
23.05.2010;CoffsHarbour;14.6;20.7;0.2;03.6;03.4;S;39;SW;S;24;13;65;66;1020.7;1019;7;7;17.1;18.8;No;5;Yes
23.09.2009;Albury;09.3;16.8;28.8;NA;NA;W;56;W;WSW;26;30;82;54;997.8;1003.8;5;8;13.1;15.9;Yes;01.4;Yes
28.07.2016;Cobar;03.1;14.3;0;01.6;NA;SSE;28;SSW;SSW;9;13;83;55;1029.6;1026.5;NA;NA;07.4;14.2;No;0;No
22.08.2010;CoffsHarbour;03.1;17.6;0;02.6;08.8;S;26;SW;SE;13;13;38;40;1023.9;1021.5;1;7;15;16.5;No;03.6;Yes
26.07.2014;BadgerysCreek;05.7;18.5;4;NA;NA;W;59;NNE;WNW;9;6;100;58;1023.6;1020.5;NA;NA;10.6;17.6;Yes;02.2;Yes
16.06.2010;Cobar;08.3;19.4;0;02.6;03.2;NNE;35;NE;NNE;15;17;68;47;1026.4;1021.5;7;7;11.2;18.8;No;05.6;Yes
28.08.2009;CoffsHarbour;08.4;24;0;3;08.6;SSW;22;WSW;E;2;11;41;44;1017.5;1014.4;0;0;21;21.8;No;0.6;No
25.05.2010;Albury;10.2;14.9;10.4;NA;NA;E;26;E;SSE;7;7;88;99;1008.7;1005;7;7;13.5;12.8;Yes;13.4;Yes
05.06.2009;CoffsHarbour;10.5;21.5;0.6;0.8;08.2;SW;19;S;ENE;9;11;90;70;1015.7;1012.2;3;3;15.9;20.5;No;0;No
29.01.2011;CoffsHarbour;19.1;26.6;07.6;4;09.9;SSW;35;SSW;S;24;20;63;58;1020.2;1019.6;2;2;22.3;25.7;Yes;01.8;Yes
01.11.2010;BadgerysCreek;14.4;21.2;0;NA;NA;W;46;SW;SE;13;19;68;78;1015.5;1012.5;NA;NA;19.3;18.6;No;33.8;Yes
23.07.2012;BadgerysCreek;08.5;15.6;03.6;NA;NA;S;31;SW;SSE;13;9;90;69;1030;1027.2;NA;NA;11.8;14.7;Yes;2;Yes
12.11.2015;BadgerysCreek;16.1;25;1;NA;NA;SW;31;NA;SW;0;22;96;80;NA;1018.3;NA;NA;18.8;19.7;No;02.8;Yes
26.10.2011;CoffsHarbour;17.2;19.4;19;03.6;0.6;SW;50;SW;SW;24;28;86;93;1017.7;1017.7;8;8;17.3;16.8;Yes;08.2;Yes
13.03.2011;Albury;19.6;29.3;0.6;NA;NA;SW;54;NA;NE;0;13;87;61;1019.8;1017.2;8;NA;21.8;28.8;No;19.8;Yes
21.10.2016;BadgerysCreek;08.6;29;0;NA;NA;NW;35;NE;NW;6;20;81;28;1019.1;1012.3;NA;NA;16.5;28.4;No;08.8;Yes
08.05.2011;CoffsHarbour;11.2;22.6;0;02.6;01.8;NNW;35;NNW;NNW;15;7;64;52;1015.1;1010.8;6;6;16.5;21.9;No;0;No
28.03.2014;Cobar;18.1;26.8;0;04.4;NA;SW;43;NE;SSW;13;20;88;64;1014.4;1012.6;7;6;19.7;23.5;No;01.8;Yes
25.02.2012;Albury;15.2;36.1;0;NA;NA;N;31;NA;NNE;0;11;65;15;1021.4;1017.4;NA;NA;21.5;34.7;No;01.4;Yes
19.03.2011;CoffsHarbour;20.2;23.4;0.8;02.6;0.9;WSW;24;WSW;WSW;15;9;82;87;1013;1010.3;7;7;22.3;22.7;No;02.6;Yes
18.10.2016;Albury;10.1;16.4;0.8;NA;NA;NNW;46;NNW;WSW;13;22;82;76;1012.8;1011.6;8;8;11.3;14.7;No;02.6;Yes
23.02.2017;Cobar;23.6;39.4;0;NA;NA;N;39;NNE;WSW;22;17;36;13;1015.5;1014.1;NA;1;28.8;36.7;No;0;No
04.05.2010;CoffsHarbour;15.5;20.6;08.6;02.8;0.7;NNE;20;WNW;SW;11;9;96;94;1022.8;1018.7;8;8;17.7;19.3;Yes;06.4;Yes
26.08.2011;CoffsHarbour;09.2;21.7;0;3;10.8;E;17;NNE;ENE;4;11;71;51;1025.4;1022.6;0;0;18.2;20.9;No;0.2;No
31.05.2011;CoffsHarbour;05.8;19.4;06.6;01.4;08.2;SW;43;WNW;SSW;6;19;78;66;1015.7;1015;1;7;14.1;17.4;Yes;36.8;Yes
23.01.2014;Albury;16.2;34.5;0;NA;NA;NNE;31;NE;S;17;11;45;23;1020;1014.8;NA;NA;22.4;32.1;No;02.8;Yes
17.12.2008;Albury;14.1;20.9;0;NA;NA;ENE;22;SSW;E;11;9;69;82;1012.2;1010.4;8;1;17.2;18.1;No;16.8;Yes
20.02.2015;Cobar;22;31.5;0.4;10.6;NA;WNW;37;E;SE;17;6;65;40;1013.4;1011.3;8;8;23.6;31;No;01.8;Yes
14.03.2009;Albury;16.4;27;3;NA;NA;SW;69;E;N;9;22;82;74;1012.7;1008;NA;4;19.9;19.7;Yes;11.6;Yes
21.10.2009;CoffsHarbour;13.3;27.7;0;06.4;12.4;NE;54;NW;NNE;19;33;47;52;1021.3;NA;0;1;24.3;25.9;No;0;No
11.01.2012;Albury;12;19.5;0.4;NA;NA;SW;69;W;WSW;22;39;85;34;1006.8;1008.6;8;3;13.5;18.9;No;01.2;Yes
08.02.2017;Cobar;25.9;39.8;0;NA;NA;E;41;ENE;NE;30;15;52;27;1015.2;1012.3;NA;NA;27.7;37.9;No;0;No
23.08.2009;Albury;05.8;18.9;03.8;NA;NA;NNE;26;ENE;NNE;7;11;94;67;1011.5;1007.1;3;3;10.8;18.2;Yes;01.2;Yes
11.03.2016;Albury;20;32.3;0.6;NA;NA;W;46;E;NE;9;20;70;43;1017.5;1015.1;2;8;24.5;30.6;No;06.6;Yes
16.03.2010;CoffsHarbour;16.4;26.3;0;4;06.4;SSE;48;SW;ESE;15;15;81;59;1022.3;1021;7;7;19.9;22.8;No;2;Yes
05.12.2014;BadgerysCreek;18.6;31.4;03.2;NA;NA;WNW;59;N;ENE;6;15;85;43;1008.1;1004.1;NA;NA;21.2;30.5;Yes;03.4;Yes
27.02.2012;Albury;18.5;28;10.6;NA;NA;NNE;31;NNE;NE;13;11;88;67;1015.7;1013.2;8;8;21.9;26.9;Yes;38.4;Yes
16.06.2010;Albury;01.5;15.5;0;NA;NA;NNW;52;E;E;4;9;91;73;1027.4;1022.1;1;7;07.4;13.5;No;11.6;Yes
06.02.2017;Albury;20.9;23.8;03.4;NA;NA;SSE;15;NA;S;0;4;94;88;1011.9;1013.3;8;4;21.9;23.4;Yes;05.2;Yes
02.03.2013;Cobar;13.7;25.4;0.2;02.6;NA;ESE;54;SE;ESE;24;26;57;44;1014.8;1013.4;1;7;18.1;25.4;No;06.2;Yes
31.08.2009;CoffsHarbour;12.6;18.8;0.2;02.2;07.3;WSW;26;WSW;E;11;13;46;43;1018.7;1015.9;7;1;14.8;17.7;No;0;No
22.01.2016;Albury;22.8;28.1;0;NA;NA;NNW;39;SSE;W;9;2;67;89;1008.8;1007.4;7;8;24.2;21.7;No;12.6;Yes
10.06.2017;Cobar;04.7;18.5;02.4;NA;NA;ESE;37;ESE;SE;19;13;87;60;1028.2;1026.1;8;NA;10.9;17.7;Yes;0.6;No
16.01.2009;CoffsHarbour;21;27.5;0;07.8;10.8;SSW;39;SSE;E;6;15;68;74;1011;1008.8;3;5;26.3;26.5;No;06.4;Yes
23.04.2010;CoffsHarbour;15.1;27.5;0;02.8;10.4;NNE;35;NW;NE;6;24;67;68;1021.6;1018;1;1;22.7;24.7;No;0;No
11.12.2011;BadgerysCreek;14.5;28.1;0;NA;NA;WNW;39;SE;N;6;13;73;90;1004;1002.5;NA;NA;22.2;20.6;No;15.2;Yes
28.10.2011;Albury;12.4;25.9;0;NA;NA;ENE;31;ESE;NE;11;19;80;56;1016.1;1011.5;NA;NA;16.7;24.7;No;01.2;Yes
26.12.2016;BadgerysCreek;17.1;34.5;0;NA;NA;S;52;NNE;ESE;2;4;72;81;1014.6;1010.1;NA;NA;24.1;25;No;05.6;Yes
20.09.2009;CoffsHarbour;12.8;25.9;0;5;11.2;SSW;31;SW;ENE;20;11;36;50;1015.6;1012.5;1;4;24.3;23.4;No;0;No
20.03.2017;Cobar;20;27.5;02.2;NA;NA;ENE;35;ENE;E;24;17;88;64;1014.4;1011.5;1;NA;20.7;25.7;Yes;19.2;Yes
07.12.2014;Albury;15.7;23.7;04.4;NA;NA;SE;31;SSE;NE;17;13;73;78;1005.6;1004.2;8;7;18.3;18.5;Yes;01.4;Yes
27.02.2017;BadgerysCreek;16.5;27.2;2;NA;NA;SE;39;SSW;SE;7;20;91;63;1024.4;1022.6;NA;NA;21.6;26.3;Yes;06.2;Yes
18.08.2016;Cobar;10;22.6;0;2;NA;N;35;NE;NNE;17;19;59;36;1022.8;1018.5;NA;2;15.9;21.2;No;0;No
10.06.2009;CoffsHarbour;06.4;18.9;0;01.8;09.5;NA;NA;NW;SW;17;17;48;26;1015;1012.3;1;1;14.4;18;No;0;No
14.07.2009;Albury;06.9;11;06.8;NA;NA;W;30;N;SSW;9;9;94;75;1006.6;1005.8;8;8;07.5;10.1;Yes;01.8;Yes
18.12.2011;Albury;19.3;25.6;0;NA;NA;NNE;43;NE;NE;17;28;43;50;1014.2;1010.4;NA;8;22.6;23.6;No;03.6;Yes
01.11.2015;BadgerysCreek;11.8;31.9;01.6;NA;NA;N;43;NNE;NNW;4;9;87;37;NA;NA;NA;NA;18.1;31;Yes;19.4;Yes
09.09.2014;Albury;11.7;18.4;0.2;NA;NA;WNW;78;NNE;NE;20;17;66;82;1013.2;1006.8;8;6;15.1;15.9;No;12.4;Yes
11.07.2016;Cobar;09.5;15.7;01.3;11.2;NA;NNE;33;N;NW;7;17;87;63;1014.3;1012;8;NA;11.1;15.4;Yes;0.6;No
15.08.2010;Albury;07.2;12.1;01.8;NA;NA;WNW;46;NNE;N;11;13;83;94;1004.5;1004.4;8;8;10.7;10.9;Yes;10.2;Yes
23.12.2013;Albury;18.3;23.9;05.2;NA;NA;NW;37;WNW;NW;20;19;93;68;1010.7;1011;8;3;18.3;20.8;Yes;13;Yes
31.07.2009;CoffsHarbour;04.5;19.7;0;03.2;10;SW;33;SW;SSW;17;19;65;36;1021.8;1018.9;0;0;13.1;19.3;No;0;No
17.08.2014;Albury;06.6;11.6;0;NA;NA;SSW;22;SE;SSW;9;13;75;89;1013.9;1011.5;8;8;10.6;11.5;No;06.6;Yes
17.11.2015;Cobar;17.2;32.5;0;08.6;NA;NE;28;NE;WNW;15;9;35;12;1016.4;1013.6;0;4;24;31.2;No;0;No
09.04.2016;Cobar;13.2;28.6;0;05.4;NA;ESE;28;SE;SW;13;13;40;26;1021.6;1018.2;8;2;20;28.1;No;0;No
08.08.2011;CoffsHarbour;10.8;20;19.6;04.2;08.1;WNW;35;NW;E;11;13;72;41;1012.8;1008.4;1;4;16.5;17.7;Yes;0;No
02.06.2010;BadgerysCreek;07.5;19.9;0;NA;NA;S;20;WSW;SSE;7;11;92;60;1021.5;1020;NA;NA;11.8;17.6;No;12.4;Yes
12.09.2012;Albury;02.6;20.9;0;NA;NA;N;28;SE;N;4;13;80;37;1021.2;1015.2;NA;NA;11.3;20.6;No;01.6;Yes
25.05.2009;Albury;09.3;20.3;0;NA;NA;NE;31;SE;NE;9;22;77;50;1024.6;1019.7;2;8;11.6;19.5;No;04.2;Yes
27.08.2009;CoffsHarbour;5;23.4;0;03.8;10.6;NE;37;WNW;NE;4;22;44;69;1020;1015.8;0;0;19.2;21.6;No;0;No
19.10.2015;Cobar;21.2;32.7;0;07.2;NA;NNW;39;NE;N;17;13;45;27;1022.5;1019.8;7;7;24.6;28.7;No;0;No
24.05.2011;CoffsHarbour;10.5;21.8;5;0.4;08.2;SW;39;NW;ENE;7;17;63;51;1006.8;1003.1;1;5;18.7;19.9;Yes;0.4;No
15.04.2009;CoffsHarbour;16.9;26.5;7;2;10.4;SW;26;SSW;ESE;9;11;76;55;1012.2;1009.7;1;2;23.1;25.8;Yes;0;No
02.07.2010;BadgerysCreek;02.2;12.1;0;NA;NA;W;15;NA;NA;0;0;95;72;1027.2;1023.9;NA;NA;06.5;12;No;01.6;Yes
15.08.2009;Albury;02.7;17.5;0.2;NA;NA;NNE;24;SE;NE;7;13;99;57;1021.2;1016.8;8;NA;06.7;17;No;01.6;Yes
09.10.2011;CoffsHarbour;11.5;22.9;05.8;02.4;10.3;NNE;33;SSW;NE;6;20;74;59;1009.8;1005.1;3;5;19.1;22.2;Yes;0;No
22.06.2013;BadgerysCreek;04.7;15.3;0;NA;NA;SSE;22;SW;SSW;13;4;90;91;1024.8;1024.3;NA;NA;09.5;12.3;No;09.4;Yes
28.05.2010;CoffsHarbour;14.2;21.1;12.8;4;04.3;WSW;28;WSW;SE;15;9;91;64;1021;1018;7;4;15.5;19.4;Yes;01.8;Yes
03.05.2011;Cobar;08.6;22.5;0;3;NA;SW;30;S;S;6;6;65;43;1016.3;1014.6;1;7;15.8;21;No;04.8;Yes
24.11.2014;Albury;19.8;26.6;0;NA;NA;WSW;69;NNW;NE;11;17;52;81;1012.5;1008.9;8;8;25.6;22.3;No;27;Yes
27.10.2009;CoffsHarbour;17.3;21;141.8;NA;0;NA;NA;E;ENE;15;24;78;82;1023.7;1023.9;8;8;20.6;20.1;Yes;08.6;Yes
31.10.2016;Cobar;09.9;20.6;01.8;NA;NA;SSW;44;SSE;SW;19;13;NA;NA;1017.1;1014.3;NA;NA;12.3;18.8;Yes;0.2;No
11.03.2014;Albury;18.6;34.3;0;NA;NA;WNW;50;NA;NNW;0;19;59;27;1021.2;1017.2;4;NA;22.5;33.2;No;02.8;Yes
15.10.2010;Albury;13.8;18.6;22.2;NA;NA;WNW;63;NNW;NE;28;4;93;90;989.8;982.9;8;8;18.5;17.1;Yes;32.8;Yes
18.06.2010;CoffsHarbour;08.7;20.7;0;1;08.5;SW;33;W;SSE;19;13;56;48;1018;1015;1;2;17.8;19.2;No;0;No
11.10.2015;Cobar;17.3;28.5;01.6;06.2;NA;W;54;NNE;ENE;17;11;66;42;1022.2;1019.5;5;3;20.3;25.4;Yes;01.2;Yes
01.06.2009;Cobar;11.3;13;10;01.8;0;ENE;43;ENE;ENE;24;20;95;95;1026.5;1023.8;8;8;11.4;11.9;Yes;12;Yes
17.09.2009;Albury;06.3;19;0;NA;NA;WNW;24;E;NW;6;2;76;73;1013.8;1011.9;NA;7;12.9;14;No;10.2;Yes
24.07.2011;Albury;01.6;09.3;0.2;NA;NA;E;19;NA;E;0;11;93;81;1021;1018.2;NA;8;05.5;08.9;No;16.2;Yes
14.05.2016;Cobar;10.9;24.7;0;NA;NA;ENE;20;ENE;N;9;7;76;35;1025.5;1021.3;NA;NA;16.4;24.1;No;0;No
28.06.2011;CoffsHarbour;08.5;17.1;0.8;5;0.2;WSW;39;WSW;WSW;11;19;91;86;1031.4;1029.6;7;7;14;15.5;No;07.4;Yes
24.09.2009;CoffsHarbour;08.4;22.9;0;5;11.4;ENE;33;ENE;NE;13;20;37;35;1013.1;1011;0;1;20;21.4;No;0;No
01.04.2012;BadgerysCreek;11.7;28;0;NA;NA;WSW;39;N;E;2;11;73;54;1018;1014.3;NA;NA;19.9;25.8;No;6;Yes
05.01.2017;BadgerysCreek;17.6;27;NA;NA;NA;NNE;26;E;NE;6;9;86;98;1019.1;1017.1;NA;NA;20.4;21;NA;09.6;Yes
06.08.2011;CoffsHarbour;10.8;23.3;0;02.8;06.8;NW;33;NW;NNE;19;22;58;62;1024.5;1020;1;7;18.4;20.4;No;0;No
25.08.2011;CoffsHarbour;11.9;20.3;0;02.8;08.3;NE;26;WSW;E;13;19;62;60;1026.8;1023.4;7;1;17.1;20.1;No;0;No
23.04.2016;BadgerysCreek;13.9;20.7;01.6;NA;NA;S;37;SSW;S;20;22;67;59;1024.8;1024.7;NA;NA;18.3;19.7;Yes;01.8;Yes
18.02.2009;CoffsHarbour;20.4;23.8;58.6;NA;0;SSW;31;SW;S;15;24;96;84;1010.2;1007.5;8;7;20.9;23.2;Yes;01.6;Yes
13.02.2010;Cobar;20.1;23.6;22.4;05.6;0;NE;24;WNW;SSW;9;9;97;92;1010;1007.7;8;8;21.4;22.5;Yes;44;Yes
04.06.2014;BadgerysCreek;04.8;21.5;0.2;NA;NA;WSW;15;NNE;NE;6;6;86;53;1024.5;1022.9;NA;NA;10.9;20.4;No;01.4;Yes
01.11.2016;Cobar;07.1;24.5;0.2;NA;NA;WSW;50;ENE;WSW;15;15;NA;NA;1014.9;1011.3;NA;NA;16.6;23.3;No;0;No
27.02.2011;Albury;19.6;24.8;0.2;NA;NA;WNW;20;SSW;NE;6;7;87;87;1009.9;1009;8;8;20.4;21.1;No;11.8;Yes
02.09.2015;BadgerysCreek;02.5;18.7;0;NA;NA;N;20;W;N;2;9;75;44;NA;NA;NA;NA;10.4;18;No;02.4;Yes
05.07.2010;Albury;01.8;12.1;0.2;NA;NA;SE;22;SSE;NA;7;0;99;70;1027.5;1022.8;8;3;02.4;11.7;No;05.6;Yes
25.04.2017;Albury;15.4;20.4;09.6;NA;NA;WNW;35;NNE;WNW;9;17;100;76;1009.5;1006.5;8;2;16.3;20.1;Yes;31.2;Yes
05.02.2010;Albury;19.2;26.1;52.2;NA;NA;SE;33;S;SSW;9;13;83;70;1009.9;1009.4;4;8;22.1;25;Yes;05.6;Yes
04.09.2010;CoffsHarbour;17.2;23.4;16.2;01.8;01.8;N;59;N;NNE;28;33;92;82;1019.8;1013;8;8;19.2;21.1;Yes;13.8;Yes
24.01.2014;Albury;20.1;23.4;02.8;NA;NA;NE;41;NW;NW;20;15;84;86;1010.8;1006.7;8;8;20.5;20.7;Yes;31;Yes
12.09.2011;CoffsHarbour;07.2;19;0;04.2;08.1;S;59;SW;WSW;31;20;44;65;1020.6;1021.7;2;5;16.1;16.1;No;0.6;No
01.04.2010;CoffsHarbour;17.5;25.1;18.2;02.6;07.4;S;28;SW;SSE;9;17;75;61;1016.7;1015.1;1;3;21.5;24.6;Yes;0;No
13.01.2010;BadgerysCreek;21.6;33.2;0;NA;NA;SSE;48;ENE;SE;11;24;66;58;1010.7;1010.5;NA;NA;27.6;27.8;No;15.4;Yes
26.07.2011;CoffsHarbour;10;20.9;0;02.2;09.4;NW;30;NW;ESE;19;15;47;45;1021.6;1018.7;2;5;16.8;19.2;No;0;No
18.12.2010;CoffsHarbour;18;23.7;1;02.4;0.4;N;33;W;NNW;7;13;86;77;1005.6;1005.7;7;8;19.8;22.3;No;0.4;No
22.07.2012;BadgerysCreek;06.4;17.6;0;NA;NA;SSE;37;SW;SSW;19;13;76;91;1030.3;1028.3;NA;NA;11.9;12.5;No;03.6;Yes
20.05.2016;Cobar;09.2;20.7;0;03.6;NA;SW;19;S;WSW;7;9;59;49;1024;1021.6;NA;NA;14.3;19.7;No;0;No
10.05.2009;CoffsHarbour;11.2;22.5;0;03.2;09.1;SSW;52;SW;S;28;37;55;69;1020.5;1019.8;2;6;18.9;19.4;No;04.2;Yes
28.03.2013;BadgerysCreek;17;31.8;0;NA;NA;WNW;33;NA;NNW;0;7;89;44;1016.4;1011.9;NA;NA;20.8;29.8;No;4;Yes
06.10.2015;Cobar;20.8;36.8;0;08.4;NA;NNW;48;NNE;NW;17;24;13;6;1022;1019.5;0;0;26.9;35.8;No;0;No
10.03.2017;Cobar;14.7;33.1;0;NA;NA;S;39;E;SE;15;20;49;12;1015.4;1012.5;NA;NA;20.7;31.7;No;0;No
06.04.2014;BadgerysCreek;16;23.3;02.6;NA;NA;S;35;SW;E;22;9;71;83;1021.2;1021.2;NA;NA;20.9;19.7;Yes;5;Yes
04.12.2010;Cobar;18.1;21.9;0;04.8;NA;E;28;E;ESE;11;13;92;82;1010.3;1008.2;7;7;19.1;21.2;No;02.2;Yes
24.04.2015;Albury;15.2;20;03.6;NA;NA;N;26;N;NW;7;17;94;56;1007.2;1005.3;8;8;16;19.4;Yes;7;Yes
09.11.2011;CoffsHarbour;18.9;28.8;0;7;08.6;NNE;46;NE;NE;17;28;69;59;1016.3;1013.7;5;1;24.4;26;No;0;No
22.08.2016;Albury;08.4;13.9;0.2;NA;NA;SE;31;ESE;WSW;11;19;91;79;1016.8;1013.9;5;8;09.5;10.6;No;11;Yes
07.06.2011;CoffsHarbour;05.3;19.1;0;02.2;03.8;SW;41;WNW;N;9;20;84;58;1019.6;1014.4;4;7;11.8;17.3;No;0;No
24.12.2009;CoffsHarbour;18.8;28.2;0;05.2;12.9;NNE;46;NE;NE;20;30;69;70;1015.7;1012.7;2;1;26.6;27.7;No;0;No
30.09.2011;Cobar;05.5;19.9;01.8;03.8;NA;W;41;WSW;NW;13;20;53;27;1011.5;1006.2;2;2;13.5;18.9;Yes;02.6;Yes
23.06.2013;BadgerysCreek;09.1;14;09.4;NA;NA;SW;26;SW;SSE;11;13;100;82;1028.9;1027;NA;NA;10.3;12.7;Yes;14.4;Yes
11.05.2009;CoffsHarbour;13.9;20.8;04.2;1;09.4;SW;37;SW;SSE;20;20;54;61;1023;1020.4;2;4;17.9;20.2;Yes;0.2;No
11.03.2011;CoffsHarbour;19.1;28.6;0;05.4;07.7;NNE;50;NNE;NNE;22;35;73;65;1015.8;1015.1;6;5;24.1;26.2;No;0.8;No
23.06.2009;Albury;03.9;15.5;0;NA;NA;W;35;ENE;SSE;11;7;99;70;1020.2;1016.4;8;6;08.3;15.2;No;6;Yes
22.02.2017;Cobar;18.1;37.1;0;NA;NA;ENE;35;ENE;NNE;20;17;14;9;1016.4;1013.2;NA;NA;25.8;35;No;0;No
01.01.2017;Cobar;25.6;29.5;0.6;NA;NA;S;31;S;SSE;11;13;NA;NA;1004.6;1004.9;8;7;26.3;28.7;No;0;No
